imonth,iday,nwound,nkill
1,14,0,0
1,18,48,5
1,18,1,2
1,18,0,2
1,18,0,1
1,18,0,0
1,23,0,15
1,24,0,25
1,24,0,15
1,24,0,15
1,24,0,15
1,24,0,15
1,24,0,15
1,25,0,0
1,25,14,33
1,25,13,32
1,25,0,0
1,26,0,0
1,28,0,3
1,28,0,3
1,28,0,2
1,28,0,2
1,28,0,0
1,29,12,126
2,1,1,2
2,1,2,4
2,1,7,8
2,1,10,21
2,1,9,21
2,1,9,20
2,1,9,20
2,1,0,101
2,2,18,2
2,4,0,144
2,4,0,0
2,4,0,0
2,4,0,0
2,6,7,57
2,6,6,57
2,7,0,40
2,8,0,12
2,8,8,11
2,8,0,0
2,8,20,1
2,8,0,0
2,9,0,0
2,9,5,1
2,9,0,1
2,11,11,14
2,12,20,8
2,12,0,11
2,12,0,9
2,12,0,0
2,13,9,12
2,14,0,13
2,14,0,13
2,14,0,12
2,14,0,12
2,15,30,11
2,15,0,0
2,16,10,90
2,16,1,0
2,16,0,0
2,17,0,13
2,17,12,3
2,16,1,1
2,17,0,16
2,18,0,13
2,18,0,10
2,19,3,3
2,19,0,7
2,19,0,7
2,19,0,7
2,19,0,30
2,19,0,0
2,19,0,0
2,19,0,13
2,20,2,22
2,22,19,6
2,22,0,0
2,24,20,13
2,24,0,14
2,24,4,2
2,24,9,208
2,24,0,44
2,25,0,2
2,25,0,0
2,25,0,0
2,25,0,0
2,25,0,0
2,26,7,20
2,27,0,14
2,28,0,4
3,1,0,6
3,1,0,6
3,1,0,7
3,2,0,74
3,3,0,2
3,3,0,0
3,3,0,68
3,4,1,4
3,4,0,9
3,5,0,0
3,7,18,19
3,7,18,17
3,7,20,14
3,7,3,1
3,8,15,5
3,9,0,24
3,10,15,4
3,10,14,13
3,10,0,0
3,14,0,0
3,15,4,3
3,15,0,1
3,17,2,1
3,19,0,7
3,19,0,7
3,19,0,6
3,21,7,22
3,10,0,75
3,21,0,0
3,22,7,2
3,28,0,1
3,28,0,1
3,28,2,3
3,27,32,23
3,28,0,3
3,28,0,3
3,28,0,2
3,28,5,25
3,28,0,0
3,28,0,2
3,30,0,4
3,30,0,3
3,30,0,3
3,30,0,0
3,30,0,47
4,1,0,47
4,1,16,9
4,2,8,10
4,3,0,7
4,3,0,2
4,5,30,25
4,7,0,25
4,9,3,2
4,10,0,20
4,16,0,19
4,17,0,0
4,17,0,10
4,20,9,2
4,19,7,0
4,20,3,1
4,21,0,0
4,23,0,0
4,23,0,0
4,25,9,230
4,25,0,4
4,25,0,5
4,27,0,21
5,3,3,1
5,7,2,2
5,7,0,0
5,6,0,20
5,8,5,2
5,13,12,12
5,13,30,25
5,13,0,30
5,14,0,8
5,14,0,7
5,15,0,0
5,16,30,11
5,16,0,12
5,16,13,1
5,19,14,7
5,19,0,0
5,19,0,7
5,20,0,20
5,21,0,0
5,21,0,0
5,21,0,0
5,22,0,10
5,23,0,37
5,25,0,30
5,27,4,37
5,29,12,7
5,30,28,27
5,30,20,7
5,31,4,0
5,31,0,0
5,31,0,0
6,2,25,51
6,2,0,5
6,3,19,18
6,4,3,9
6,4,40,47
6,4,0,20
6,6,4,3
6,6,2,1
6,6,24,16
6,8,1,15
6,10,0,7
6,10,0,6
6,10,0,6
6,10,0,6
6,10,0,6
6,10,0,6
6,11,0,0
6,14,5,42
6,15,51,19
6,15,50,18
6,15,0,8
6,15,8,3
6,17,2,19
6,17,1,19
6,22,50,22
6,22,0,20
6,23,23,11
6,23,0,22
6,23,4,5
6,27,15,7
6,27,0,2
6,30,9,24
6,30,8,24
7,1,0,97
7,2,4,8
7,2,3,7
7,3,0,11
7,3,101,13
7,3,0,31
7,3,0,0
7,3,0,0
7,4,0,13
7,5,20,7
7,5,34,25
7,5,33,26
7,5,0,6
7,5,0,6
7,5,0,13
7,6,0,1
7,6,12,18
7,7,32,26
7,7,0,5
7,7,0,16
7,9,0,5
7,9,0,9
7,9,1,0
7,10,2,8
7,10,0,11
7,10,1,7
7,10,0,10
7,11,80,16
7,11,3,5
7,11,0,0
7,11,0,12
7,11,0,12
7,11,0,12
7,12,0,0
7,12,2,4
7,13,3,6
7,13,4,7
7,13,3,2
7,13,0,25
7,14,0,6
7,14,0,12
7,14,0,21
7,14,0,0
7,14,0,8
7,15,4,15
7,15,0,5
7,16,16,25
7,16,15,25
7,17,0,20
7,17,0,44
7,17,0,8
7,17,0,10
7,19,0,0
7,20,0,8
7,19,11,9
7,21,8,2
7,22,16,6
7,22,16,7
7,22,15,8
7,22,15,7
7,22,15,8
7,22,15,7
7,22,0,8
7,24,0,10
7,24,0,11
7,24,0,4
7,25,67,22
7,25,0,0
7,25,0,3
7,25,0,13
7,26,47,20
7,26,0,3
7,26,0,0
7,27,0,10
7,27,0,0
7,27,0,0
7,27,0,5
7,27,0,5
7,27,0,6
7,27,0,4
7,27,0,0
7,28,0,0
7,28,0,10
7,28,0,9
7,28,0,0
7,31,11,9
7,31,3,25
8,1,0,0
8,2,27,13
8,2,0,0
8,2,0,4
8,2,0,4
8,3,0,2
8,3,0,2
8,3,0,2
8,3,0,1
8,4,0,4
8,4,0,4
8,4,0,22
8,5,0,0
8,5,0,9
8,5,0,0
8,9,3,4
8,11,2,10
8,11,52,48
8,11,0,6
8,12,0,18
8,12,0,0
8,13,0,174
8,14,0,4
8,15,7,3
8,14,0,0
8,17,0,7
8,18,0,3
8,21,2,2
8,23,0,11
8,23,27,0
8,23,1,1
8,25,28,7
8,25,1,1
8,25,4,3
8,25,0,3
8,25,0,7
8,25,8,24
8,26,0,2
8,27,0,4
8,28,0,68
8,29,0,4
8,30,5,7
8,31,0,24
9,1,7,17
9,1,0,7
9,2,6,5
9,3,72,22
9,3,71,22
9,4,101,48
9,4,0,31
9,11,20,7
9,11,0,6
9,11,0,1
9,11,0,1
9,13,0,4
9,13,0,5
9,13,0,3
9,16,0,0
9,16,0,2
9,17,0,9
9,18,0,3
9,20,29,5
9,20,30,19
9,20,30,18
9,20,62,28
9,20,30,19
9,22,0,2
9,22,0,11
9,23,0,0
9,23,0,0
9,24,4,15
9,24,0,0
9,23,0,0
9,25,0,4
9,26,0,8
9,27,10,9
9,30,0,2
9,30,0,2
10,1,20,7
10,1,19,7
10,1,0,7
10,2,13,6
10,2,14,6
10,2,14,8
10,2,7,2
10,4,12,10
10,6,13,28
10,7,3,5
10,7,3,2
10,7,4,10
10,7,0,2
10,7,0,3
10,7,9,108
10,7,0,3
10,10,42,17
10,10,10,21
10,11,29,11
10,13,3,2
10,13,4,2
10,13,4,3
10,15,12,8
10,15,13,8
10,17,0,14
10,18,0,1
10,18,0,11
10,19,1,5
10,21,3,6
10,21,0,20
10,21,9,8
10,22,0,9
10,23,11,11
10,23,96,28
10,24,10,4
10,25,0,4
10,27,0,8
10,28,3,14
10,28,0,0
10,27,0,4
10,30,0,0
11,2,0,1
11,4,2,0
11,8,7,2
11,8,7,2
11,9,20,5
11,10,0,0
11,10,0,0
11,11,0,25
11,13,1,7
11,14,0,0
11,15,0,0
11,17,2,8
11,17,80,33
11,18,62,9
11,18,61,8
11,18,0,0
11,21,0,5
11,21,0,3
11,22,7,8
11,26,11,18
11,27,38,22
11,27,0,3
11,28,6,3
11,28,6,4
11,28,0,5
11,28,2,4
11,29,0,0
11,29,0,22
12,1,0,0
12,1,0,6
12,4,2,3
12,4,0,4
12,5,44,7
12,5,43,6
12,5,43,6
12,6,0,0
12,10,11,7
12,10,0,0
12,11,22,8
12,13,7,3
12,13,7,20
12,13,6,6
12,14,0,2
12,15,0,2
12,15,1,2
12,16,4,5
12,17,0,15
12,19,0,21
12,20,24,12
12,22,1,3
12,23,3,3
12,23,0,0
12,23,0,5
12,24,0,0
12,25,17,13
12,27,5,4
12,27,0,0
12,27,0,14
12,27,1,3
12,27,0,2
12,27,0,0
12,27,50,21
12,28,0,4
12,28,0,3
12,28,0,3
12,28,1,2
12,28,65,30
12,28,0,0
12,28,7,2
1,5,0,9
1,4,0,0
1,5,0,0
1,4,0,0
1,4,2,24
1,8,0,3
1,8,3,1
1,10,2,7
1,12,0,0
1,13,1,13
1,13,0,2
1,15,1,14
1,16,5,6
1,18,2,5
1,20,0,3
1,22,0,3
1,24,0,1
1,24,0,3
1,24,0,3
1,24,0,3
1,24,0,2
1,24,0,2
1,24,0,2
1,25,30,12
1,25,28,12
1,25,28,12
1,25,0,5
1,27,10,7
1,27,10,5
1,27,10,4
1,28,19,6
1,28,0,0
1,29,28,11
1,30,136,88
1,30,4,5
1,31,32,3
1,31,24,4
1,31,0,0
2,1,1,6
2,5,0,4
2,5,0,0
2,5,0,0
2,6,1,12
2,9,78,60
2,10,31,8
2,12,0,8
2,13,0,22
2,14,0,0
2,14,8,2
2,15,0,6
2,19,112,26
2,19,0,2
2,23,0,0
2,24,8,28
2,22,0,0
3,8,2,9
3,8,1,9
3,12,0,2
3,12,0,0
3,14,40,9
3,14,7,3
3,14,1,1
3,15,13,1
3,16,32,27
3,16,2,5
3,19,0,1
3,23,1,0
3,25,0,0
3,25,0,2
3,30,3,6
4,1,0,1
4,2,0,1
4,2,0,1
4,4,0,5
4,5,0,5
4,7,0,10
4,7,0,10
4,8,2,3
4,8,1,2
4,15,0,7
4,18,5,3
4,18,24,30
4,19,2,1
4,19,0,11
4,20,9,9
4,23,0,1
4,24,0,30
4,28,0,0
5,2,0,2
5,3,12,0
5,8,0,7
5,9,0,2
5,11,5,1
5,12,6,6
5,13,0,0
5,14,5,2
5,20,7,6
5,20,1,0
5,24,0,1
5,24,0,1
5,24,0,5
5,24,0,0
5,24,0,4
5,27,27,10
5,29,3,5
5,31,0,6
6,3,67,32
6,6,3,0
6,6,0,52
6,7,0,3
6,11,0,4
6,11,0,0
6,12,5,6
6,14,0,4
6,16,3,7
6,16,10,18
6,17,0,2
6,18,0,2
6,21,0,1
6,21,0,0
6,24,1,2
6,24,1,2
6,27,0,2
6,30,2,6
6,30,2,5
7,1,0,1
7,4,2,2
7,4,0,1
7,4,1,0
7,4,0,0
7,7,0,3
7,8,0,1
7,8,1,7
7,9,0,25
7,12,11,27
7,20,4,1
7,20,0,3
7,28,5,0
8,1,0,5
8,9,0,4
8,11,0,0
8,14,12,16
8,15,1,5
8,15,3,5
8,20,0,6
8,21,24,4
8,21,0,0
8,27,12,4
9,2,2,5
9,8,2,2
9,10,3,1
9,11,3,1
9,12,6,35
9,18,0,2
9,18,0,0
9,19,3,6
9,19,0,4
9,21,0,4
9,22,4,17
9,24,0,11
9,25,2,26
9,25,19,7
9,25,9,4
9,26,0,2
9,26,0,1
9,26,0,5
10,1,2,1
10,6,1,26
10,6,1,3
10,11,0,5
10,12,15,9
10,15,0,1
10,16,0,0
10,17,22,0
10,18,1,0
10,22,1,7
10,23,5,1
10,24,1,2
10,29,11,6
10,29,0,4
10,29,3,3
10,30,0,1
11,1,0,8
11,3,0,1
11,3,0,5
11,4,4,15
11,5,1,2
11,7,3,0
11,7,3,14
11,9,0,20
11,8,0,2
11,11,0,3
11,14,5,2
11,14,0,9
11,15,8,1
11,15,0,13
11,15,0,0
11,15,0,0
11,15,0,0
11,15,0,0
11,15,0,0
11,15,0,0
11,15,0,0
11,15,0,0
11,15,0,0
11,18,0,1
11,18,0,2
11,18,0,3
11,19,0,1
11,19,0,0
11,21,0,1
11,21,0,6
11,22,0,0
11,23,0,2
11,23,0,5
11,23,0,0
11,23,0,0
11,24,4,2
11,24,2,2
11,26,5,0
11,26,0,30
12,4,3,14
12,9,177,59
12,11,17,2
12,12,0,3
12,15,0,0
12,18,0,1
12,25,0,1
12,25,5,3
12,25,0,0
12,25,0,0
12,25,0,0
12,26,0,2
12,29,0,1
12,29,0,1
12,30,4,15
12,30,0,1
12,30,0,1
12,31,1,2
12,31,7,15
1,3,0,0
1,4,0,3
1,7,0,20
1,8,0,4
1,8,0,2
1,8,0,2
1,9,0,0
1,11,1,2
1,11,0,1
1,12,0,2
1,13,14,9
1,13,27,13
1,15,0,7
1,16,9,2
1,16,8,2
1,18,0,2
1,19,1,8
1,21,7,2
1,23,0,3
1,25,0,3
1,28,9,15
1,31,0,5
1,31,0,1
1,31,0,2
1,31,1,1
1,31,7,7
2,5,0,2
2,7,0,1
2,10,19,7
2,10,0,1
2,11,0,0
2,13,1,2
2,15,1,0
2,16,0,2
2,16,0,1
2,17,8,4
2,19,9,3
2,22,2,2
2,22,0,10
2,22,0,0
2,24,0,0
3,3,0,3
3,15,16,6
3,15,0,5
3,18,8,7
3,24,0,0
3,24,0,0
3,28,0,0
3,28,0,0
3,28,0,0
3,30,0,0
3,30,11,4
3,30,9,6
3,30,3,3
3,31,0,1
4,2,0,2
4,2,1,1
4,2,0,1
4,3,0,2
4,5,0,7
4,6,0,0
4,6,5,4
4,7,0,5
4,8,23,5
4,8,0,8
4,9,17,57
4,10,0,2
4,12,1,3
4,17,5,9
4,18,7,1
4,19,4,4
4,19,0,1
4,21,2,3
4,24,0,3
4,24,2,4
4,24,5,3
4,26,0,1
4,26,0,1
4,26,1,2
4,27,40,6
4,27,0,15
4,28,1,1
5,3,1,3
5,4,6,7
5,5,0,49
5,13,1,4
5,9,0,2
5,13,0,10
5,15,0,0
5,15,6,5
5,17,0,3
5,18,3,3
5,20,0,1
5,20,0,4
5,20,40,1
5,20,0,4
5,23,0,3
5,24,0,3
5,24,0,0
5,24,0,2
5,28,0,7
5,29,0,5
5,30,0,1
5,31,0,14
6,1,2,2
6,2,30,11
6,7,1,4
6,7,18,7
6,7,3,3
6,7,3,2
6,7,2,2
6,8,0,4
6,8,3,2
6,8,0,1
6,9,0,1
6,9,0,0
6,9,2,2
6,11,0,2
6,10,0,2
6,10,0,1
6,10,0,0
6,11,5,3
6,11,5,2
6,11,0,2
6,14,0,0
6,18,4,8
6,18,4,6
6,18,3,2
6,18,0,0
6,18,0,3
6,18,0,17
6,19,0,2
6,20,6,3
6,20,1,1
6,21,0,3
6,21,0,10
6,23,0,1
6,25,2,2
6,25,6,5
6,25,5,5
6,25,0,1
6,25,0,1
6,26,0,1
6,26,0,1
6,26,0,1
6,27,0,5
6,27,0,1
6,28,11,4
6,28,0,0
6,28,0,0
6,28,0,0
6,29,3,4
6,30,0,3
7,1,2,5
6,28,0,5
7,2,0,9
7,3,10,5
7,3,0,0
7,3,0,4
7,4,2,0
7,5,0,0
7,7,0,2
7,11,6,6
7,11,6,6
7,11,6,6
7,11,5,5
7,10,0,5
7,6,0,0
7,12,41,14
7,15,1,1
7,17,15,9
7,17,0,2
7,17,0,1
7,18,0,1
7,19,0,0
7,22,0,3
7,22,0,4
7,23,15,5
7,23,0,1
7,23,0,5
7,23,5,1
7,24,0,2
7,24,0,8
7,24,0,7
7,24,1,1
7,25,0,69
7,26,0,2
7,27,9,5
7,28,24,14
7,28,0,5
7,31,1,0
7,31,0,0
7,31,0,0
7,31,0,3
8,2,3,7
8,4,0,1
8,4,0,1
8,4,0,1
8,4,2,3
8,5,4,8
8,5,0,1
8,5,4,2
8,6,0,14
8,6,0,17
8,6,0,3
8,10,0,0
8,12,0,4
8,12,0,2
8,14,0,1
8,14,0,1
8,15,42,28
8,15,41,2
8,15,0,3
8,16,0,1
8,16,0,1
8,16,0,0
8,20,3,2
8,22,0,5
8,23,0,4
8,23,0,4
8,23,0,4
8,23,5,1
8,23,0,1
8,25,30,15
8,23,0,3
8,24,6,7
8,24,0,5
8,24,0,0
8,24,0,0
8,24,0,5
8,28,2,1
8,29,0,0
9,1,2,11
9,2,0,1
9,4,0,4
9,5,0,3
9,4,0,0
9,5,0,2
9,6,0,3
9,6,0,3
9,7,0,0
9,7,3,5
9,7,2,4
9,8,8,2
9,8,0,7
9,8,0,2
9,8,0,2
9,13,6,6
9,17,0,4
9,17,0,16
9,17,0,2
9,18,46,13
9,18,0,0
9,20,0,9
9,24,0,0
9,26,3,6
9,26,0,1
9,27,0,1
9,27,0,1
9,27,0,1
9,27,3,2
9,27,0,0
9,28,0,2
9,29,0,2
9,30,0,4
10,6,0,3
10,10,0,16
10,11,0,3
10,11,0,1
10,12,2,6
10,12,0,0
10,13,9,1
10,13,0,3
10,19,5,3
10,20,0,3
10,21,0,0
10,22,5,14
10,22,13,2
10,24,5,9
10,27,0,1
10,28,0,0
10,29,0,2
10,29,0,11
10,29,2,2
10,30,0,6
10,30,14,5
11,3,0,6
11,5,1,0
11,4,0,1
11,5,0,3
11,6,3,45
11,10,13,4
11,10,3,3
11,12,0,2
11,13,0,3
11,15,7,5
11,15,7,5
11,15,7,5
11,15,6,5
11,15,0,1
11,15,0,1
11,18,0,2
11,18,4,4
11,19,0,6
11,20,20,3
11,21,40,59
11,23,0,7
11,25,9,4
11,29,1,2
11,30,3,4
11,30,2,2
12,2,26,8
12,2,27,7
12,3,0,4
12,9,0,2
12,11,0,3
12,10,12,4
12,11,0,1
12,11,2,4
12,12,0,2
12,13,2,11
12,15,3,1
12,16,0,10
12,20,0,10
12,22,0,2
12,23,0,0
12,23,0,1
12,25,5,4
12,25,0,4
12,28,0,1
12,29,0,2
12,28,13,4
12,31,28,2
12,30,0,50
12,30,0,5
12,30,0,25
12,30,0,0
1,1,0,3
1,2,0,0
1,3,6,15
1,3,0,0
1,8,0,20
1,8,0,1
1,8,9,5
1,10,0,2
1,10,0,0
1,11,0,3
1,11,1,1
1,12,0,3
1,16,0,5
1,15,0,6
1,16,12,3
1,17,17,5
1,17,48,12
1,17,0,4
1,19,0,5
1,24,0,3
1,26,5,4
1,29,0,2
1,30,4,5
1,31,44,7
1,31,0,2
2,3,0,2
2,3,0,2
2,4,1,2
2,4,2,6
2,11,0,2
2,16,11,11
2,16,11,10
2,17,0,0
2,20,5,5
2,19,0,5
2,19,0,1
2,19,0,0
2,21,0,2
2,25,0,1
2,26,4,2
3,1,1,1
3,1,0,1
3,1,8,13
3,2,2,2
3,5,0,3
3,5,17,4
3,6,0,4
3,6,0,1
3,6,0,2
3,14,9,2
3,17,0,5
3,23,0,5
3,25,1,1
3,28,4,1
3,30,4,2
3,30,1,1
3,30,4,1
3,30,4,1
4,1,28,10
4,1,28,9
4,1,27,9
4,2,3,5
4,8,0,2
4,19,0,0
4,21,0,2
4,22,8,4
4,22,0,18
4,22,11,3
4,21,0,8
4,23,0,3
4,22,0,0
4,26,2,9
5,1,28,25
5,1,28,24
5,3,0,0
5,4,4,4
5,4,3,3
5,5,20,19
5,6,0,6
5,9,0,2
5,15,5,6
5,16,0,6
5,17,15,5
5,17,0,0
5,20,0,0
5,27,4,3
5,27,3,3
5,28,0,0
5,28,0,0
5,31,0,5
6,4,31,13
6,8,0,11
6,10,2,1
6,11,4,2
6,11,1,1
6,11,1,1
6,13,0,1
6,13,0,0
6,16,0,4
6,16,0,3
6,16,0,4
6,16,35,37
6,19,2,9
6,20,15,2
6,23,6,6
6,24,0,0
6,30,4,6
6,30,2,0
6,30,3,6
7,1,3,2
7,13,0,0
7,14,28,38
7,17,0,6
7,19,2,18
7,19,0,30
7,19,2,11
7,21,0,0
7,23,5,8
7,24,14,7
7,26,9,13
7,27,0,14
7,27,5,16
8,3,0,5
8,5,3,5
8,6,0,7
8,8,14,18
8,18,0,19
8,17,0,4
8,26,0,3
8,28,1,3
8,30,19,48
9,1,0,0
9,4,0,2
9,7,0,8
9,8,0,0
9,12,7,7
9,12,10,11
9,14,0,5
9,14,0,5
9,19,0,2
9,19,0,2
9,19,0,2
9,23,0,0
9,26,0,0
9,29,0,12
9,29,0,11
10,4,0,1
10,8,16,83
10,10,11,56
10,12,6,0
10,15,0,2
10,18,0,0
10,20,3,12
10,20,0,1
10,20,0,1
10,20,0,0
10,20,5,2
10,22,6,2
10,26,0,0
10,27,4,1
10,31,0,1
10,31,0,2
10,31,0,9
10,31,0,6
10,31,0,0
10,31,0,0
10,31,0,0
11,2,0,0
11,2,0,0
11,2,0,0
11,2,24,6
11,2,0,5
11,5,0,0
11,5,0,0
11,7,0,0
11,6,0,0
11,8,0,3
11,10,0,0
11,11,0,1
11,13,0,8
11,13,0,7
11,13,0,1
11,13,0,0
11,14,0,3
11,14,1,1
11,15,0,0
11,16,4,1
11,17,0,1
11,17,0,0
11,19,0,118
11,18,0,0
11,19,0,9
11,19,0,0
11,19,0,1
11,22,5,8
11,22,0,0
11,23,0,6
11,24,0,0
11,24,0,0
11,26,1,4
11,27,0,3
11,27,0,0
11,28,29,2
11,28,0,0
11,30,7,1
12,1,0,18
12,1,5,2
12,2,0,0
12,2,0,0
12,2,0,0
12,4,2,0
12,6,0,3
12,6,19,1
12,7,0,0
12,7,0,0
12,8,2,3
12,12,0,1
12,14,1,29
12,15,0,2
12,15,0,2
12,15,1,2
12,16,0,5
12,19,0,0
12,20,0,0
12,20,0,2
12,22,0,0
12,23,0,1
12,24,0,14
12,24,1,0
12,25,0,1
12,21,0,1
12,26,12,9
12,26,0,0
12,26,0,0
12,25,0,4
12,27,0,0
12,27,0,0
12,27,0,0
12,28,0,0
12,28,0,0
12,28,0,0
12,30,0,0
